상호명,상권업종대분류명,상권업종중분류명,상권업종소분류명,표준산업분류명,시도명,시군구명,행정동명,법정동명,행정동코드,법정동코드,지번주소,도로명주소,신우편번호,경도,위도
세븐일레븐서귀포코델리아점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025922,제주특별자치도 서귀포시 성산읍 오조리 990-1,제주특별자치도 서귀포시 성산읍 일주동로 4186,63639,126.9103282,33.45492164
세븐일레븐제주우평로점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 3134-3,제주특별자치도 제주시 우평로 11,63107,126.4648627,33.47908341
레몬비토,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대륜동,호근동,5013059000,5013010400,제주특별자치도 서귀포시 호근동 689-3,제주특별자치도 서귀포시 일주동로 8884,63569,126.5399417,33.25494399
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025321,제주특별자치도 서귀포시 남원읍 남원리 2453-1,제주특별자치도 서귀포시 남원읍 태위로 481,63620,126.6986908,33.27512702
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대정읍,대정읍,5013025000,5013025029,제주특별자치도 서귀포시 대정읍 보성리 2476,제주특별자치도 서귀포시 대정읍 에듀시티로239번길 8,63644,126.2743833,33.27903072
CU제주일주동로점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,화북동,화북일동,5011060000,5011011100,제주특별자치도 제주시 화북일동 1250-3,제주특별자치도 제주시 일주동로 243,63288,126.5712726,33.51994425
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,용담1동,용담일동,5011057000,5011010800,제주특별자치도 제주시 용담일동 131-7,제주특별자치도 제주시 서문로 49,63153,126.5166423,33.51135919
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,도남동,5011054000,5011012900,제주특별자치도 제주시 도남동 834,제주특별자치도 제주시 연삼로 295-1,63202,126.5242789,33.49262557
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031024,제주특별자치도 서귀포시 안덕면 상창리 1950-5,제주특별자치도 서귀포시 안덕면 한창로 273,63526,126.3536154,33.28436095
CU제주성산중앙로점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025921,제주특별자치도 서귀포시 성산읍 성산리 182-5,제주특별자치도 서귀포시 성산읍 성산중앙로 44,63643,126.933854,33.46357449
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,아라동,아라일동,5011063000,5011011700,제주특별자치도 제주시 아라일동 6115-8,제주특별자치도 제주시 인다10길 25,63247,126.5484893,33.47459148
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,건입동,건입동,5011059000,5011010700,제주특별자치도 제주시 건입동 918-25,제주특별자치도 제주시 임항로 93,63280,126.5356566,33.52050198
원영자동차운전전문학원,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025327,제주특별자치도 서귀포시 남원읍 위미리 60-1,제주특별자치도 서귀포시 남원읍 태위로398번길 31,63610,126.6905198,33.27241748
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 291-12,제주특별자치도 제주시 삼무로9길 35,63125,126.4947896,33.49048573
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대정읍,대정읍,5013025000,5013025022,제주특별자치도 서귀포시 대정읍 하모리 770-28,제주특별자치도 서귀포시 대정읍 하모항구로 30,63506,126.2508811,33.21689134
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,동홍동,동홍동,5013057000,5013010500,제주특별자치도 서귀포시 동홍동 437-3,제주특별자치도 서귀포시 동홍중앙로 58-1,63587,126.5723544,33.25597854
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,화북동,화북이동,5011060000,5011011200,제주특별자치도 제주시 화북이동 3314-5,제주특별자치도 제주시 거로남4길 37,63304,126.5618057,33.50661757
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031027,제주특별자치도 서귀포시 안덕면 서광리 280-1,제주특별자치도 서귀포시 안덕면 중산간서로 1817,63522,126.3282676,33.28682645
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,삼도2동,삼도이동,5011056000,5011010600,제주특별자치도 제주시 삼도이동 1235-6,제주특별자치도 제주시 남중서1길 28,63170,126.523808,33.50642304
CU제주신성로점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,오라동,오라일동,5011064000,5011011900,제주특별자치도 제주시 오라일동 1085-6,제주특별자치도 제주시 신성로 10,63190,126.5208807,33.49566843
씨유제주여행사,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 906-1,제주특별자치도 제주시 도령로 50,63081,126.4841407,33.48842655
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 2002-1,제주특별자치도 제주시 구남동2길 27,63232,126.5353147,33.48905104
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,표선면,표선면,5013032000,5013032021,제주특별자치도 서귀포시 표선면 표선리 591-1,제주특별자치도 서귀포시 표선면 표선동서로 263,63629,126.8336762,33.32716625
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 273-35,제주특별자치도 제주시 연동7길 35,63123,126.4909163,33.48674218
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025931,제주특별자치도 서귀포시 성산읍 난산리 2972,제주특별자치도 서귀포시 성산읍 서성일로 269,63632,126.820443,33.40765638
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,중앙동,서귀동,5013053000,5013010100,제주특별자치도 서귀포시 서귀동 280-26,제주특별자치도 서귀포시 동문동로 35,63590,126.5645886,33.25116468
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,우도면,우도면,5011033000,5011033021,제주특별자치도 제주시 우도면 연평리 1290-1,제주특별자치도 제주시 우도면 우도해안길 810,63365,126.9575364,33.51342884
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025328,제주특별자치도 서귀포시 남원읍 하례리 347-3,제주특별자치도 서귀포시 남원읍 일주동로 8046,63613,126.6265977,33.26376641
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,일도1동,일도일동,5011051000,5011010100,제주특별자치도 제주시 일도일동 1139-3,제주특별자치도 제주시 동문로6길 9,63264,126.529007,33.51209266
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025325,제주특별자치도 서귀포시 남원읍 의귀리 803,제주특별자치도 서귀포시 남원읍 의귀로 103,63618,126.7165233,33.31007928
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,동홍동,동홍동,5013057000,5013010500,제주특별자치도 서귀포시 동홍동 1539-1,제주특별자치도 서귀포시 일주동로 8638,63585,126.5654791,33.25445683
귤향기,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,송산동,보목동,5013051000,5013011000,제주특별자치도 서귀포시 보목동 1451,제주특별자치도 서귀포시 보목로64번길 194,63599,126.5893537,33.24524496
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,화북동,화북일동,5011060000,5011011100,제주특별자치도 제주시 화북일동 1976-5,제주특별자치도 제주시 진남로6길 21,63292,126.5656636,33.52066379
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,삼양동,삼양이동,5011061000,5011011400,제주특별자치도 제주시 삼양이동 2171-11,제주특별자치도 제주시 삼봉로2길 64,63321,126.5811711,33.51954414
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025337,제주특별자치도 제주시 애월읍 곽지리 1632-21,제주특별자치도 제주시 애월읍 곽지7길 2,63034,126.3085075,33.45046146
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대천동,강정동,5013060000,5013011600,제주특별자치도 서귀포시 강정동 2090-5,제주특별자치도 서귀포시 일주서로 138,63558,126.4931815,33.25022074
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025321,제주특별자치도 제주시 애월읍 광령리 53-1,제주특별자치도 제주시 애월읍 중산간서로 6703,63060,126.4443489,33.46147249
세븐일레븐화북진남점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,화북동,화북일동,5011060000,5011011100,제주특별자치도 제주시 화북일동 1967-28,제주특별자치도 제주시 진남로10길 27,63289,126.5673598,33.521585
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,서홍동,서홍동,5013058000,5013010600,제주특별자치도 서귀포시 서홍동 1658-5,제주특별자치도 서귀포시 서홍로 161,63583,126.5512616,33.26218109
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025334,제주특별자치도 제주시 애월읍 애월리 2527-14,제주특별자치도 제주시 애월읍 애월로1길 24-5,63043,126.3101543,33.46314157
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,삼양동,삼양일동,5011061000,5011011300,제주특별자치도 제주시 삼양일동 1569-25,제주특별자치도 제주시 선사로8길 11,63314,126.5868005,33.52550482
산양올올래편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,한경면,한경면,5011031000,5011031021,제주특별자치도 제주시 한경면 청수리 3259-2,제주특별자치도 제주시 한경면 중산간서로 3165,63007,126.2331849,33.29357089
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025924,제주특별자치도 제주시 조천읍 함덕리 1269-9,제주특별자치도 제주시 조천읍 조함해안로 502,63333,126.6661572,33.54233405
쉬멍걸으멍농수산편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025928,제주특별자치도 서귀포시 성산읍 삼달리 435-3,제주특별자치도 서귀포시 성산읍 삼달로 133,63635,126.8551713,33.37205153
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1991-11,제주특별자치도 제주시 남광로2길 11-2,63231,126.5381175,33.49130202
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,중문동,중문동,5013061000,5013011200,제주특별자치도 서귀포시 중문동 1012-4,제주특별자치도 서귀포시 중산간서로 830,63550,126.4267317,33.26259705
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025626,제주특별자치도 제주시 구좌읍 월정리 881-1,제주특별자치도 제주시 구좌읍 월정1길 23,63358,126.790643,33.55398996
24앤드365편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025929,제주특별자치도 제주시 조천읍 교래리 608-9,제주특별자치도 제주시 조천읍 남조로 1845-1,63345,126.6730151,33.43231373
이십사시편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,삼양동,삼양이동,5011061000,5011011400,제주특별자치도 제주시 삼양이동 2102-15,제주특별자치도 제주시 설촌로12길 34,63319,126.5839118,33.52441698
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025921,제주특별자치도 제주시 조천읍 신촌리 1792-6,제주특별자치도 제주시 조천읍 신북로 66,63337,126.6209524,33.5339049
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,효돈동,하효동,5013055000,5013010800,제주특별자치도 서귀포시 하효동 303,제주특별자치도 서귀포시 일주동로 8092,63606,126.6215423,33.26311539
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,용담2동,용담이동,5011058000,5011010900,제주특별자치도 제주시 용담이동 855,제주특별자치도 제주시 용해로 92,63115,126.5015302,33.50894141
CU제주삼무로점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 291-94,제주특별자치도 제주시 신대로8길 17,63125,126.4948638,33.4917939
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,예래동,하예동,5013062000,5013012100,제주특별자치도 서귀포시 하예동 151,제주특별자치도 서귀포시 하예로 1-3,63538,126.38611,33.24343163
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,화북동,화북일동,5011060000,5011011100,제주특별자치도 제주시 화북일동 1986-5,제주특별자치도 제주시 진남로6길 8,63289,126.5659068,33.51962078
세븐일레븐서귀포중문상로점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,중문동,중문동,5013061000,5013011200,제주특별자치도 서귀포시 중문동 2059-9,제주특별자치도 서귀포시 중문상로 45,63545,126.4255921,33.25253892
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,중문동,중문동,5013061000,5013011200,제주특별자치도 서귀포시 중문동 2115-4,제주특별자치도 서귀포시 천제연로 168,63546,126.4226324,33.25183423
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대천동,월평동,5013060000,5013011500,제주특별자치도 서귀포시 월평동 549,제주특별자치도 서귀포시 이어도로 398,63562,126.4621579,33.2423667
CU서귀포하효중앙점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,효돈동,하효동,5013055000,5013010800,제주특별자치도 서귀포시 하효동 848,제주특별자치도 서귀포시 효돈순환로 252,63601,126.6172083,33.25686412
소라편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,한경면,한경면,5011031000,5011031023,제주특별자치도 제주시 한경면 고산리 3611-2,제주특별자치도 제주시 한경면 노을해안로 1160,63008,126.1649747,33.30890908
구름밭편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025631,제주특별자치도 제주시 구좌읍 하도리 342,제주특별자치도 제주시 구좌읍 문주란로 142,63363,126.8971278,33.5213179
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,구좌읍,구좌읍,5011025600,5011025626,제주특별자치도 제주시 구좌읍 월정리 307,제주특별자치도 제주시 구좌읍 월정1길 2,63358,126.791367,33.55226595
CU제주거로길점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,화북동,화북이동,5011060000,5011011200,제주특별자치도 제주시 화북이동 4750-5,제주특별자치도 제주시 거로길 21,63296,126.5580254,33.51392147
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대천동,강정동,5013060000,5013011600,제주특별자치도 서귀포시 강정동 177,제주특별자치도 서귀포시 신서귀로97번길 87,63567,126.5062346,33.25119868
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,송산동,토평동,5013051000,5013011100,제주특별자치도 서귀포시 토평동 627-1,제주특별자치도 서귀포시 칠십리로 306,63599,126.5852269,33.24697426
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,동홍동,동홍동,5013057000,5013010500,제주특별자치도 서귀포시 동홍동 99-1,제주특별자치도 서귀포시 동홍동로32번길 12,63587,126.5762242,33.25756467
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,중문동,중문동,5013061000,5013011200,제주특별자치도 서귀포시 중문동 2700,제주특별자치도 서귀포시 중문관광로 224,63547,126.4245066,33.24127332
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,아라동,아라일동,5011063000,5011011700,제주특별자치도 제주시 아라일동 6047,제주특별자치도 제주시 아란1길 19,63237,126.5404531,33.4758675
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1970-22,제주특별자치도 제주시 신설로2길 1,63227,126.542107,33.49401769
하예코사마트편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,예래동,하예동,5013062000,5013012100,제주특별자치도 서귀포시 하예동 256-1,제주특별자치도 서귀포시 하예로 26,63538,126.3874133,33.2449091
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,한림읍,한림읍,5011025000,5011025033,제주특별자치도 제주시 한림읍 금능리 2088-54,제주특별자치도 제주시 한림읍 한림로 224,63010,126.231724,33.38660733
세븐일레븐제주탐라광장점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,일도1동,일도일동,5011051000,5011010100,제주특별자치도 제주시 일도일동 1185-8,제주특별자치도 제주시 산지로 33,63278,126.5287909,33.51404651
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,영천동,토평동,5013056000,5013011100,제주특별자치도 서귀포시 토평동 997-1,제주특별자치도 서귀포시 516로 69,63604,126.5807063,33.26044698
천진항편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,우도면,우도면,5011033000,5011033021,제주특별자치도 제주시 우도면 연평리 1737-13,제주특별자치도 제주시 우도면 우도해안길 70,63365,126.9515961,33.49279449
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,예래동,상예동,5013062000,5013012000,제주특별자치도 서귀포시 상예동 2850,제주특별자치도 서귀포시 소보리당로 220,63537,126.3847031,33.26216628
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,남원읍,남원읍,5013025300,5013025321,제주특별자치도 서귀포시 남원읍 남원리 214-7,제주특별자치도 서귀포시 남원읍 태위로723번길 31-11,63621,126.7210703,33.28179694
E&TCUBE,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,아라동,아라일동,5011063000,5011011700,제주특별자치도 제주시 아라일동 2612-22,제주특별자치도 제주시 구산로1길 21,63236,126.5376768,33.48358834
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,우도면,우도면,5011033000,5011033021,제주특별자치도 제주시 우도면 연평리 1786,제주특별자치도 제주시 우도면 우도해안길 86,63365,126.9507638,33.49399563
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,동홍동,동홍동,5013057000,5013010500,제주특별자치도 서귀포시 동홍동 184-3,제주특별자치도 서귀포시 태평로 534,63597,126.5741754,33.25156349
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1986-5,제주특별자치도 제주시 남광로2길 48,63230,126.5400405,33.48891748
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,오라동,오라이동,5011064000,5011012000,제주특별자치도 제주시 오라이동 3295-5,제주특별자치도 제주시 아연로 114,63147,126.5037159,33.47322957
킹스토어모슬포점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대정읍,대정읍,5013025000,5013025022,제주특별자치도 서귀포시 대정읍 하모리 1423-13,제주특별자치도 서귀포시 대정읍 동일하모로 200,63507,126.2523029,33.22575565
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 251-57,제주특별자치도 제주시 도령로 76,63129,126.486602,33.48981801
세븐일레븐제주동광로점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,일도2동,일도이동,5011052000,5011010200,제주특별자치도 제주시 일도이동 370-18,제주특별자치도 제주시 고마로15길 29,63254,126.5427262,33.50844116
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025922,제주특별자치도 제주시 조천읍 와흘리 1232-1,제주특별자치도 제주시 조천읍 중산간동로 456,63344,126.6356941,33.50282819
"오름한라봉감귤농장,편의점",소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031021,제주특별자치도 서귀포시 안덕면 화순리 138-1,제주특별자치도 서귀포시 안덕면 일주서로 1625,63530,126.3431929,33.25478609
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대륜동,법환동,5013059000,5013010200,제주특별자치도 서귀포시 법환동 745-5,제주특별자치도 서귀포시 김정문화로 51,63566,126.5103516,33.25141036
오케이편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,안덕면,안덕면,5013031000,5013031024,제주특별자치도 서귀포시 안덕면 상창리 1960,제주특별자치도 서귀포시 안덕면 한창로 334,63526,126.3522206,33.2894634
열린마트,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 270-9,제주특별자치도 제주시 신대로10길 44,63125,126.4919936,33.4910107
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,일도2동,일도이동,5011052000,5011010200,제주특별자치도 제주시 일도이동 1046-17,제주특별자치도 제주시 삼성로5길 11,63269,126.5293985,33.50740012
세븐일레븐노연로점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 294-39,제주특별자치도 제주시 노연로 138,63133,126.4950579,33.48554839
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,조천읍,조천읍,5011025900,5011025924,제주특별자치도 제주시 조천읍 함덕리 14-44,제주특별자치도 제주시 조천읍 조함해안로 518,63333,126.6681256,33.54246343
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대천동,강정동,5013060000,5013011600,제주특별자치도 서귀포시 강정동 1416-3,제주특별자치도 서귀포시 신서로 69,63559,126.5053402,33.25646231
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1768-14,제주특별자치도 제주시 중앙로 238,63207,126.5303783,33.49845912
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,대정읍,대정읍,5013025000,5013025022,제주특별자치도 서귀포시 대정읍 하모리 557-1,제주특별자치도 서귀포시 대정읍 최남단해안로125번길 35,63513,126.2574612,33.21446832
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 1979-21,제주특별자치도 제주시 구남동5길 6,63230,126.5398133,33.48963606
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,우도면,우도면,5011033000,5011033021,제주특별자치도 제주시 우도면 연평리 36-1,제주특별자치도 제주시 우도면 우도해안길 920,63365,126.9647002,33.51292991
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,중앙동,서귀동,5013053000,5013010100,제주특별자치도 서귀포시 서귀동 256-38,제주특별자치도 서귀포시 동문로 70,63591,126.5673528,33.24879827
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,도두동,도두이동,5011069000,5011012800,제주특별자치도 제주시 도두이동 1670,제주특별자치도 제주시 서해안로 301-1,63112,126.4777966,33.5090938
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,예래동,색달동,5013062000,5013011900,제주특별자치도 서귀포시 색달동 2877-6,제주특별자치도 서귀포시 중문관광로 82,63535,126.413419,33.25101377
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,삼양동,삼양일동,5011061000,5011011300,제주특별자치도 제주시 삼양일동 1599-24,제주특별자치도 제주시 원당로5길 36,63314,126.5882648,33.52681078
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,애월읍,애월읍,5011025300,5011025321,제주특별자치도 제주시 애월읍 광령리 2527,제주특별자치도 제주시 애월읍 평화로 2715,63063,126.4343607,33.44746265
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 314-1,제주특별자치도 제주시 동광로 82,63214,126.5371126,33.50434496
비지에프리테일제주한화리조트,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,봉개동,회천동,5011062000,5011013300,제주특별자치도 제주시 회천동 3-16,제주특별자치도 제주시 명림로 575-107,63330,126.6374088,33.44899489
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 311-1,제주특별자치도 제주시 귀아랑길 19,63119,126.4976086,33.49173706
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도2동,이도이동,5011054000,5011010400,제주특별자치도 제주시 이도이동 2008-4,제주특별자치도 제주시 구남동6길 6,63232,126.538387,33.48870866
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,아라동,아라일동,5011063000,5011011700,제주특별자치도 제주시 아라일동 1,제주특별자치도 제주시 제주대학로 64-29,63243,126.5568971,33.45608099
세븐일레븐,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,이도1동,이도일동,5011053000,5011010300,제주특별자치도 제주시 이도일동 1691-21,제주특별자치도 제주시 삼성로 13,63194,126.5275275,33.50539443
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,동홍동,동홍동,5013057000,5013010500,제주특별자치도 서귀포시 동홍동 1530-2,제주특별자치도 서귀포시 장수로 47,63585,126.5630076,33.25597005
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,중문동,중문동,5013061000,5013011200,제주특별자치도 서귀포시 중문동 1918-4,제주특별자치도 서귀포시 1100로 6,63540,126.4319643,33.25143835
한라편의점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,노형동,노형동,5011066000,5011012200,제주특별자치도 제주시 노형동 754,제주특별자치도 제주시 과원북2길 18,63090,126.4841689,33.47878012
GS25,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,송산동,서귀동,5013051000,5013010100,제주특별자치도 서귀포시 서귀동 788-1,제주특별자치도 서귀포시 칠십리로 78,63596,126.5643898,33.23969386
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,정방동,서귀동,5013052000,5013010100,제주특별자치도 서귀포시 서귀동 544-2,제주특별자치도 서귀포시 태평로431번길 3,63595,126.5658242,33.24581434
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025924,제주특별자치도 서귀포시 성산읍 고성리 1471-3,제주특별자치도 서귀포시 성산읍 서성일로1222번길 2,63641,126.9087991,33.44646891
CU제주연오로점,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,제주시,연동,연동,5011065000,5011013700,제주특별자치도 제주시 연동 330-10,제주특별자치도 제주시 연오로 108,63135,126.5013794,33.48334402
CU,소매,종합소매점,편의점,체인화 편의점,제주특별자치도,서귀포시,성산읍,성산읍,5013025900,5013025924,제주특별자치도 서귀포시 성산읍 고성리 1180-19,제주특별자치도 서귀포시 성산읍 고성동서로45번길 2,63640,126.9123926,33.45067504
